NC_005071.1_1843 NC_005071.1_1040 NC_005071.1_921 NC_005071.1_1059 NC_005071.1_459 NC_005071.1_263 NC_005071.1_990 NC_005071.1_2408 NC_005071.1_269 NC_005071.1_2413 NC_005071.1_912 NC_005071.1_264 NC_005071.1_275 NC_005071.1_2410 NC_005071.1_265 NC_005071.1_267 NC_005071.1_911 NC_005071.1_915 NC_005071.1_2394 NC_005071.1_2411 NC_005071.1_2393 NC_005071.1_2395 NC_005071.1_2396 NC_005071.1_2398 NC_005071.1_2409 NC_005071.1_266 NC_005071.1_920 NC_005071.1_1048 NC_005071.1_2397 NC_005071.1_683 NC_005071.1_1103 NC_005071.1_1047 NC_005071.1_220 NC_005071.1_167 
NC_005071.1_1756 NC_005071.1_621 NC_005071.1_557 NC_005071.1_1530 NC_005071.1_2474 NC_005071.1_764 NC_005071.1_774 NC_005071.1_465 NC_005071.1_1837 NC_005071.1_2487 NC_005071.1_2514 NC_005071.1_2140 NC_005071.1_2515 NC_005071.1_861 NC_005071.1_1000 NC_005071.1_641 NC_005071.1_1547 NC_005071.1_656 NC_005071.1_1802 NC_005071.1_2243 NC_005071.1_868 
NC_005071.1_913 NC_005071.1_2329 NC_005071.1_916 NC_005071.1_923 NC_005071.1_1094 NC_005071.1_1098 NC_005071.1_1844 NC_005071.1_1064 NC_005071.1_910 NC_005071.1_268 NC_005071.1_991 NC_005071.1_919 
NC_005071.1_96 NC_005071.1_81 NC_005071.1_1119 NC_005071.1_2425 NC_005071.1_1118 NC_005071.1_2423 NC_005071.1_2183 NC_005071.1_1251 NC_005071.1_1372 NC_005071.1_900 NC_005071.1_729 
NC_005071.1_152 NC_005071.1_2244 NC_005071.1_2250 NC_005071.1_1140 NC_005071.1_2301 NC_005071.1_886 NC_005071.1_1549 NC_005071.1_1273 
NC_005071.1_1455 NC_005071.1_2506 NC_005071.1_2537 NC_005071.1_133 NC_005071.1_1239 NC_005071.1_389 NC_005071.1_508 
NC_005071.1_1111 NC_005071.1_1168 NC_005071.1_1093 NC_005071.1_1097 NC_005071.1_1102 NC_005071.1_1125 NC_005071.1_987 
NC_005071.1_1041 NC_005071.1_1050 NC_005071.1_262 NC_005071.1_2400 NC_005071.1_271 NC_005071.1_2401 NC_005071.1_2402 
NC_005071.1_335 NC_005071.1_334 NC_005071.1_339 NC_005071.1_534 NC_005071.1_1066 NC_005071.1_1939 
NC_005071.1_1767 NC_005071.1_625 NC_005071.1_371 NC_005071.1_695 NC_005071.1_2092 
NC_005071.1_749 NC_005071.1_425 NC_005071.1_835 NC_005071.1_2045 
NC_005071.1_2233 NC_005071.1_1143 NC_005071.1_318 NC_005071.1_882 
NC_005071.1_966 NC_005071.1_1399 NC_005071.1_532 NC_005071.1_1429 
NC_005071.1_65 NC_005071.1_356 NC_005071.1_355 NC_005071.1_748 
NC_005071.1_833 NC_005071.1_1162 NC_005071.1_1855 NC_005071.1_435 
NC_005071.1_2356 NC_005071.1_501 NC_005071.1_1232 
NC_005071.1_2563 NC_005071.1_2353 NC_005071.1_1238 
NC_005071.1_1359 NC_005071.1_551 NC_005071.1_1210 
NC_005071.1_1835 NC_005071.1_793 NC_005071.1_2303 
NC_005071.1_1800 NC_005071.1_1801 NC_005071.1_657 
NC_005071.1_1870 NC_005071.1_1722 NC_005071.1_1368 
NC_005071.1_23 NC_005071.1_1759 NC_005071.1_778 
NC_005071.1_385 NC_005071.1_1045 NC_005071.1_1585 
NC_005071.1_1743 NC_005071.1_467 NC_005071.1_1358 
NC_005071.1_1354 NC_005071.1_2195 NC_005071.1_134 
NC_005071.1_2300 NC_005071.1_2380 NC_005071.1_1288 
NC_005071.1_103 NC_005071.1_306 NC_005071.1_578 
NC_005071.1_15 NC_005071.1_2259 NC_005071.1_1253 
NC_005071.1_2407 NC_005071.1_261 NC_005071.1_1701 
NC_005071.1_926 NC_005071.1_914 NC_005071.1_917 
NC_005071.1_312 NC_005071.1_337 NC_005071.1_978 
NC_005071.1_2392 NC_005071.1_1044 NC_005071.1_1053 
NC_005071.1_272 NC_005071.1_1042 NC_005071.1_1051 
NC_005071.1_1092 NC_005071.1_1096 NC_005071.1_1101 
NC_005071.1_2052 NC_005071.1_1217 NC_005071.1_1215 
NC_005071.1_1661 NC_005071.1_1049 NC_005071.1_2331 
NC_005071.1_1849 NC_005071.1_135 
NC_005071.1_283 
NC_005071.1_2176 
NC_005071.1_2241 
NC_005071.1_1477 
NC_005071.1_30 
NC_005071.1_688 
NC_005071.1_1627 
NC_005071.1_1820 
NC_005071.1_2245 
NC_005071.1_2488 
NC_005071.1_405 
NC_005071.1_908 
NC_005071.1_2187 
NC_005071.1_2316 
NC_005071.1_783 
NC_005071.1_8 
NC_005071.1_1551 
NC_005071.1_2264 
NC_005071.1_394 
NC_005071.1_440 
NC_005071.1_2315 
NC_005071.1_2555 
NC_005071.1_583 
NC_005071.1_1351 
NC_005071.1_1623 
NC_005071.1_2072 
NC_005071.1_2311 
NC_005071.1_658 
NC_005071.1_690 
NC_005071.1_808 
NC_005071.1_2493 
NC_005071.1_426 
NC_005071.1_639 
NC_005071.1_140 
NC_005071.1_1456 
NC_005071.1_157 
NC_005071.1_1762 
NC_005071.1_776 
NC_005071.1_1671 
NC_005071.1_2011 
NC_005071.1_399 
NC_005071.1_476 
NC_005071.1_780 
NC_005071.1_370 
NC_005071.1_447 
NC_005071.1_1882 
NC_005071.1_1970 
NC_005071.1_323 
NC_005071.1_186 
NC_005071.1_2228 
NC_005071.1_2260 
NC_005071.1_2000 
NC_005071.1_786 
NC_005071.1_2031 
NC_005071.1_797 
NC_005071.1_1226 
NC_005071.1_1557 
NC_005071.1_2306 
NC_005071.1_25 
NC_005071.1_409 
NC_005071.1_654 
NC_005071.1_694 
NC_005071.1_918 
NC_005071.1_1241 
NC_005071.1_434 
NC_005071.1_730 
NC_005071.1_884 
NC_005071.1_116 
NC_005071.1_1451 
NC_005071.1_1749 
NC_005071.1_2318 
NC_005071.1_89 
NC_005071.1_1243 
NC_005071.1_1640 
NC_005071.1_27 
NC_005071.1_1236 
NC_005071.1_1532 
NC_005071.1_1593 
NC_005071.1_172 
NC_005071.1_1902 
NC_005071.1_1924 
NC_005071.1_2289 
NC_005071.1_36 
NC_005071.1_525 
NC_005071.1_54 
NC_005071.1_804 
NC_005071.1_1377 
NC_005071.1_2548 
NC_005071.1_1489 
NC_005071.1_1514 
NC_005071.1_1571 
NC_005071.1_2151 
NC_005071.1_224 
NC_005071.1_2268 
NC_005071.1_2270 
NC_005071.1_2497 
NC_005071.1_2502 
NC_005071.1_488 
NC_005071.1_2376 
NC_005071.1_2531 
NC_005071.1_622 
NC_005071.1_775 
NC_005071.1_791 
NC_005071.1_1286 
NC_005071.1_353 
NC_005071.1_623 
NC_005071.1_69 
NC_005071.1_118 
NC_005071.1_1631 
NC_005071.1_378 
NC_005071.1_577 
NC_005071.1_715 
NC_005071.1_942 
NC_005071.1_1285 
NC_005071.1_317 
NC_005071.1_590 
NC_005071.1_1234 
NC_005071.1_126 
NC_005071.1_1416 
NC_005071.1_190 
NC_005071.1_860 
NC_005071.1_100 
NC_005071.1_2194 
NC_005071.1_2253 
NC_005071.1_2442 
NC_005071.1_1519 
NC_005071.1_1968 
NC_005071.1_454 
NC_005071.1_7 
NC_005071.1_972 
NC_005071.1_1398 
NC_005071.1_1950 
NC_005071.1_2544 
NC_005071.1_1229 
NC_005071.1_2002 
NC_005071.1_2009 
NC_005071.1_67 
NC_005071.1_773 
NC_005071.1_1020 
NC_005071.1_568 
NC_005071.1_1035 
NC_005071.1_1728 
NC_005071.1_2332 
NC_005071.1_592 
NC_005071.1_200 
NC_005071.1_2139 
NC_005071.1_110 
NC_005071.1_1572 
NC_005071.1_2112 
NC_005071.1_2379 
NC_005071.1_464 
NC_005071.1_1963 
NC_005071.1_1981 
NC_005071.1_2211 
NC_005071.1_124 
NC_005071.1_2501 
NC_005071.1_2513 
NC_005071.1_1250 
NC_005071.1_1613 
NC_005071.1_1795 
NC_005071.1_1796 
NC_005071.1_1417 
NC_005071.1_1529 
NC_005071.1_397 
NC_005071.1_1022 
NC_005071.1_1611 
NC_005071.1_1727 
NC_005071.1_2120 
NC_005071.1_2179 
NC_005071.1_895 
NC_005071.1_2202 
NC_005071.1_809 
NC_005071.1_1405 
NC_005071.1_2032 
NC_005071.1_620 
NC_005071.1_691 
NC_005071.1_1056 
NC_005071.1_1483 
NC_005071.1_1495 
NC_005071.1_1522 
NC_005071.1_2047 
NC_005071.1_1718 
NC_005071.1_2220 
NC_005071.1_732 
NC_005071.1_1365 
NC_005071.1_176 
NC_005071.1_517 
NC_005071.1_619 
NC_005071.1_714 
NC_005071.1_1533 
NC_005071.1_1574 
NC_005071.1_228 
NC_005071.1_1414 
NC_005071.1_1447 
NC_005071.1_1604 
NC_005071.1_443 
NC_005071.1_105 
NC_005071.1_359 
NC_005071.1_1106 
NC_005071.1_1893 
NC_005071.1_2167 
NC_005071.1_298 
NC_005071.1_967 
NC_005071.1_1090 
NC_005071.1_112 
NC_005071.1_1558 
NC_005071.1_163 
NC_005071.1_193 
NC_005071.1_591 
NC_005071.1_787 
NC_005071.1_953 
NC_005071.1_2370 
NC_005071.1_361 
NC_005071.1_411 
NC_005071.1_739 
NC_005071.1_864 
NC_005071.1_2132 
NC_005071.1_441 
NC_005071.1_1349 
NC_005071.1_1481 
NC_005071.1_1554 
NC_005071.1_1688 
NC_005071.1_231 
NC_005071.1_1857 
NC_005071.1_376 
NC_005071.1_2473 
NC_005071.1_2427 
NC_005071.1_421 
NC_005071.1_659 
NC_005071.1_1634 
NC_005071.1_1710 
NC_005071.1_1768 
NC_005071.1_189 
NC_005071.1_2042 
NC_005071.1_291 
NC_005071.1_2063 
NC_005071.1_2472 
NC_005071.1_1087 
NC_005071.1_1740 
NC_005071.1_2039 
NC_005071.1_1374 
NC_005071.1_88 
NC_005071.1_1625 
NC_005071.1_2103 
NC_005071.1_610 
NC_005071.1_897 
NC_005071.1_1911 
NC_005071.1_2486 
NC_005071.1_3 
NC_005071.1_73 
NC_005071.1_866 
NC_005071.1_1696 
NC_005071.1_1932 
NC_005071.1_2364 
NC_005071.1_736 
NC_005071.1_1389 
NC_005071.1_1494 
NC_005071.1_2304 
NC_005071.1_1312 
NC_005071.1_1402 
NC_005071.1_1409 
NC_005071.1_494 
NC_005071.1_113 
NC_005071.1_1803 
NC_005071.1_215 
NC_005071.1_429 
NC_005071.1_436 
NC_005071.1_82 
NC_005071.1_1552 
NC_005071.1_351 
NC_005071.1_649 
NC_005071.1_839 
NC_005071.1_865 
NC_005071.1_123 
NC_005071.1_1856 
NC_005071.1_2292 
NC_005071.1_2368 
NC_005071.1_747 
NC_005071.1_1580 
NC_005071.1_2010 
NC_005071.1_2143 
NC_005071.1_2457 
NC_005071.1_10 
NC_005071.1_1163 
NC_005071.1_1307 
NC_005071.1_1931 
NC_005071.1_1598 
NC_005071.1_1659 
NC_005071.1_2351 
NC_005071.1_149 
NC_005071.1_1624 
NC_005071.1_1705 
NC_005071.1_2115 
NC_005071.1_226 
NC_005071.1_878 
NC_005071.1_1190 
NC_005071.1_1510 
NC_005071.1_395 
NC_005071.1_1265 
NC_005071.1_139 
NC_005071.1_1601 
NC_005071.1_198 
NC_005071.1_2325 
NC_005071.1_95 
NC_005071.1_2081 
NC_005071.1_2082 
NC_005071.1_1124 
NC_005071.1_1413 
NC_005071.1_444 
NC_005071.1_645 
NC_005071.1_852 
NC_005071.1_1474 
NC_005071.1_1615 
NC_005071.1_1984 
NC_005071.1_1677 
NC_005071.1_2215 
NC_005071.1_1974 
NC_005071.1_2231 
NC_005071.1_2532 
NC_005071.1_784 
NC_005071.1_450 
NC_005071.1_462 
NC_005071.1_653 
NC_005071.1_1370 
NC_005071.1_1521 
NC_005071.1_1721 
NC_005071.1_173 
NC_005071.1_675 
NC_005071.1_1426 
NC_005071.1_2168 
NC_005071.1_22 
NC_005071.1_2298 
NC_005071.1_1105 
NC_005071.1_1517 
NC_005071.1_633 
NC_005071.1_734 
NC_005071.1_1695 
NC_005071.1_2360 
NC_005071.1_2449 
NC_005071.1_614 
NC_005071.1_1862 
NC_005071.1_2265 
NC_005071.1_718 
NC_005071.1_1228 
NC_005071.1_1266 
NC_005071.1_1697 
NC_005071.1_2367 
NC_005071.1_898 
NC_005071.1_2434 
NC_005071.1_869 
NC_005071.1_970 
NC_005071.1_1527 
NC_005071.1_1282 
NC_005071.1_2044 
NC_005071.1_1148 
NC_005071.1_1852 
NC_005071.1_2286 
NC_005071.1_232 
NC_005071.1_2373 
NC_005071.1_2520 
NC_005071.1_402 
NC_005071.1_549 
NC_005071.1_563 
NC_005071.1_63 
NC_005071.1_638 
NC_005071.1_825 
NC_005071.1_2509 
NC_005071.1_2511 
NC_005071.1_380 
NC_005071.1_1407 
NC_005071.1_1480 
NC_005071.1_2125 
NC_005071.1_2256 
NC_005071.1_439 
NC_005071.1_863 
NC_005071.1_1263 
NC_005071.1_1750 
NC_005071.1_2527 
NC_005071.1_904 
NC_005071.1_1235 
NC_005071.1_1657 
NC_005071.1_2254 
NC_005071.1_2358 
NC_005071.1_1681 
NC_005071.1_2483 
NC_005071.1_505 
NC_005071.1_1039 
NC_005071.1_1929 
NC_005071.1_290 
NC_005071.1_320 
NC_005071.1_1369 
NC_005071.1_1538 
NC_005071.1_2030 
NC_005071.1_2482 
NC_005071.1_872 
NC_005071.1_125 
NC_005071.1_1334 
NC_005071.1_146 
NC_005071.1_433 
NC_005071.1_1116 
NC_005071.1_1595 
NC_005071.1_1889 
NC_005071.1_1978 
NC_005071.1_2034 
NC_005071.1_2276 
NC_005071.1_2470 
NC_005071.1_423 
NC_005071.1_484 
NC_005071.1_652 
NC_005071.1_802 
NC_005071.1_894 
NC_005071.1_1373 
NC_005071.1_1854 
NC_005071.1_2263 
NC_005071.1_597 
NC_005071.1_2246 
NC_005071.1_929 
NC_005071.1_1167 
NC_005071.1_1839 
NC_005071.1_1030 
NC_005071.1_1305 
NC_005071.1_1948 
NC_005071.1_2374 
NC_005071.1_343 
NC_005071.1_346 
NC_005071.1_1641 
NC_005071.1_2070 
NC_005071.1_2255 
NC_005071.1_1937 
NC_005071.1_708 
NC_005071.1_11 
NC_005071.1_1925 
NC_005071.1_1979 
NC_005071.1_234 
NC_005071.1_300 
NC_005071.1_906 
NC_005071.1_137 
NC_005071.1_1761 
NC_005071.1_2093 
NC_005071.1_2137 
NC_005071.1_2462 
NC_005071.1_383 
NC_005071.1_506 
NC_005071.1_952 
NC_005071.1_1424 
NC_005071.1_1994 
NC_005071.1_2131 
NC_005071.1_533 
NC_005071.1_950 
NC_005071.1_1261 
NC_005071.1_1177 
NC_005071.1_1535 
NC_005071.1_199 
NC_005071.1_561 
NC_005071.1_79 
NC_005071.1_823 
NC_005071.1_1249 
NC_005071.1_2086 
NC_005071.1_2134 
NC_005071.1_456 
NC_005071.1_485 
NC_005071.1_700 
NC_005071.1_117 
NC_005071.1_1600 
NC_005071.1_170 
NC_005071.1_889 
NC_005071.1_1464 
NC_005071.1_1921 
NC_005071.1_213 
NC_005071.1_2416 
NC_005071.1_9 
NC_005071.1_2068 
NC_005071.1_2295 
NC_005071.1_48 
NC_005071.1_546 
NC_005071.1_626 
NC_005071.1_2324 
NC_005071.1_249 
NC_005071.1_2519 
NC_005071.1_846 
NC_005071.1_1543 
NC_005071.1_2109 
NC_005071.1_2166 
NC_005071.1_2538 
NC_005071.1_2556 
NC_005071.1_570 
NC_005071.1_1203 
NC_005071.1_1704 
NC_005071.1_2275 
NC_005071.1_469 
NC_005071.1_1935 
NC_005071.1_2170 
NC_005071.1_858 
NC_005071.1_890 
NC_005071.1_1031 
NC_005071.1_1605 
NC_005071.1_2165 
NC_005071.1_2079 
NC_005071.1_122 
NC_005071.1_1281 
NC_005071.1_1501 
NC_005071.1_1537 
NC_005071.1_1560 
NC_005071.1_1892 
NC_005071.1_1901 
NC_005071.1_2119 
NC_005071.1_233 
NC_005071.1_254 
NC_005071.1_2564 
NC_005071.1_32 
NC_005071.1_801 
NC_005071.1_1666 
NC_005071.1_2033 
NC_005071.1_227 
NC_005071.1_428 
NC_005071.1_2296 
NC_005071.1_1343 
NC_005071.1_1539 
NC_005071.1_171 
NC_005071.1_2299 
NC_005071.1_1357 
NC_005071.1_1366 
NC_005071.1_1450 
NC_005071.1_1248 
NC_005071.1_1313 
NC_005071.1_1325 
NC_005071.1_1508 
NC_005071.1_2007 
NC_005071.1_2056 
NC_005071.1_2107 
NC_005071.1_2445 
NC_005071.1_581 
NC_005071.1_630 
NC_005071.1_1633 
NC_005071.1_2076 
NC_005071.1_2437 
NC_005071.1_483 
NC_005071.1_964 
NC_005071.1_2014 
NC_005071.1_2133 
NC_005071.1_2322 
NC_005071.1_410 
NC_005071.1_56 
NC_005071.1_1915 
NC_005071.1_2136 
NC_005071.1_827 
NC_005071.1_214 
NC_005071.1_2142 
NC_005071.1_562 
NC_005071.1_1360 
NC_005071.1_1949 
NC_005071.1_513 
NC_005071.1_1057 
NC_005071.1_1648 
NC_005071.1_324 
NC_005071.1_891 
NC_005071.1_974 
NC_005071.1_1427 
NC_005071.1_1673 
NC_005071.1_1997 
NC_005071.1_2302 
NC_005071.1_2466 
NC_005071.1_617 
NC_005071.1_753 
NC_005071.1_1927 
NC_005071.1_1555 
NC_005071.1_2106 
NC_005071.1_104 
NC_005071.1_1356 
NC_005071.1_1990 
NC_005071.1_1992 
NC_005071.1_1244 
NC_005071.1_1246 
NC_005071.1_1267 
NC_005071.1_1512 
NC_005071.1_1629 
NC_005071.1_2305 
NC_005071.1_585 
NC_005071.1_1920 
NC_005071.1_2510 
NC_005071.1_338 
NC_005071.1_572 
NC_005071.1_755 
NC_005071.1_847 
NC_005071.1_1132 
NC_005071.1_1355 
NC_005071.1_1487 
NC_005071.1_1565 
NC_005071.1_1828 
NC_005071.1_2204 
NC_005071.1_414 
NC_005071.1_512 
NC_005071.1_524 
NC_005071.1_2361 
NC_005071.1_2450 
NC_005071.1_293 
NC_005071.1_663 
NC_005071.1_1436 
NC_005071.1_1491 
NC_005071.1_1658 
NC_005071.1_2118 
NC_005071.1_545 
NC_005071.1_881 
NC_005071.1_2248 
NC_005071.1_2465 
NC_005071.1_2492 
NC_005071.1_398 
NC_005071.1_55 
NC_005071.1_928 
NC_005071.1_1200 
NC_005071.1_1674 
NC_005071.1_1678 
NC_005071.1_42 
NC_005071.1_795 
NC_005071.1_887 
NC_005071.1_1284 
NC_005071.1_1506 
NC_005071.1_1628 
NC_005071.1_612 
NC_005071.1_1003 
NC_005071.1_150 
NC_005071.1_1760 
NC_005071.1_282 
NC_005071.1_427 
NC_005071.1_586 
NC_005071.1_848 
NC_005071.1_1822 
NC_005071.1_576 
NC_005071.1_1853 
NC_005071.1_1966 
NC_005071.1_2334 
NC_005071.1_1371 
NC_005071.1_1652 
NC_005071.1_2075 
NC_005071.1_2272 
NC_005071.1_828 
NC_005071.1_1164 
NC_005071.1_161 
NC_005071.1_664 
NC_005071.1_1938 
NC_005071.1_33 
NC_005071.1_85 
NC_005071.1_1291 
NC_005071.1_1452 
NC_005071.1_222 
NC_005071.1_2496 
NC_005071.1_253 
NC_005071.1_1637 
NC_005071.1_2463 
NC_005071.1_419 
NC_005071.1_1231 
NC_005071.1_2534 
NC_005071.1_502 
NC_005071.1_584 
NC_005071.1_720 
NC_005071.1_1448 
NC_005071.1_155 
NC_005071.1_1888 
NC_005071.1_1959 
NC_005071.1_799 
NC_005071.1_131 
NC_005071.1_1933 
NC_005071.1_2012 
NC_005071.1_490 
NC_005071.1_946 
NC_005071.1_954 
NC_005071.1_1122 
NC_005071.1_1276 
NC_005071.1_1316 
NC_005071.1_1544 
NC_005071.1_1590 
NC_005071.1_1642 
NC_005071.1_1909 
NC_005071.1_1985 
NC_005071.1_2417 
NC_005071.1_2443 
NC_005071.1_707 
NC_005071.1_794 
NC_005071.1_143 
NC_005071.1_1734 
NC_005071.1_1961 
NC_005071.1_382 
NC_005071.1_668 
NC_005071.1_798 
NC_005071.1_1191 
NC_005071.1_1918 
NC_005071.1_2026 
NC_005071.1_507 
NC_005071.1_575 
NC_005071.1_618 
NC_005071.1_1432 
NC_005071.1_1461 
NC_005071.1_1926 
NC_005071.1_2221 
NC_005071.1_294 
NC_005071.1_1072 
NC_005071.1_1311 
NC_005071.1_1441 
NC_005071.1_1809 
NC_005071.1_2549 
NC_005071.1_579 
NC_005071.1_86 
NC_005071.1_1317 
NC_005071.1_1977 
NC_005071.1_2521 
NC_005071.1_676 
NC_005071.1_1459 
NC_005071.1_2199 
NC_005071.1_2323 
NC_005071.1_2428 
NC_005071.1_2459 
NC_005071.1_2476 
NC_005071.1_824 
NC_005071.1_1675 
NC_005071.1_1904 
NC_005071.1_1995 
NC_005071.1_2312 
NC_005071.1_424 
NC_005071.1_930 
NC_005071.1_2003 
NC_005071.1_704 
NC_005071.1_876 
NC_005071.1_1019 
NC_005071.1_1315 
NC_005071.1_1496 
NC_005071.1_212 
NC_005071.1_2222 
NC_005071.1_2464 
NC_005071.1_296 
NC_005071.1_527 
NC_005071.1_867 
NC_005071.1_1783 
NC_005071.1_2551 
NC_005071.1_41 
NC_005071.1_1490 
NC_005071.1_1753 
NC_005071.1_236 
NC_005071.1_308 
NC_005071.1_538 
NC_005071.1_939 
NC_005071.1_1443 
NC_005071.1_2337 
NC_005071.1_311 
NC_005071.1_1225 
NC_005071.1_1463 
NC_005071.1_642 
NC_005071.1_401 
NC_005071.1_2084 
NC_005071.1_2499 
NC_005071.1_696 
NC_005071.1_1955 
NC_005071.1_2145 
NC_005071.1_2217 
NC_005071.1_781 
NC_005071.1_1181 
NC_005071.1_1375 
NC_005071.1_2359 
NC_005071.1_2225 
NC_005071.1_529 
NC_005071.1_74 
NC_005071.1_1548 
NC_005071.1_2467 
NC_005071.1_593 
NC_005071.1_2127 
NC_005071.1_40 
NC_005071.1_486 
NC_005071.1_543 
NC_005071.1_879 
NC_005071.1_1361 
NC_005071.1_340 
NC_005071.1_362 
NC_005071.1_605 
NC_005071.1_779 
NC_005071.1_811 
NC_005071.1_1142 
NC_005071.1_1289 
NC_005071.1_1563 
NC_005071.1_1612 
NC_005071.1_1684 
NC_005071.1_1845 
NC_005071.1_2004 
NC_005071.1_530 
NC_005071.1_725 
NC_005071.1_1074 
NC_005071.1_218 
NC_005071.1_2494 
NC_005071.1_279 
NC_005071.1_491 
NC_005071.1_1197 
NC_005071.1_1656 
NC_005071.1_1821 
NC_005071.1_1991 
NC_005071.1_301 
NC_005071.1_38 
NC_005071.1_49 
NC_005071.1_677 
NC_005071.1_888 
NC_005071.1_1006 
NC_005071.1_1161 
NC_005071.1_1493 
NC_005071.1_2454 
NC_005071.1_2362 
NC_005071.1_535 
NC_005071.1_629 
NC_005071.1_956 
NC_005071.1_1196 
NC_005071.1_1390 
NC_005071.1_1708 
NC_005071.1_1999 
NC_005071.1_2224 
NC_005071.1_2422 
NC_005071.1_951 
NC_005071.1_1327 
NC_005071.1_1621 
NC_005071.1_1967 
NC_005071.1_643 
NC_005071.1_698 
NC_005071.1_1179 
NC_005071.1_147 
NC_005071.1_1559 
NC_005071.1_1808 
NC_005071.1_2391 
NC_005071.1_2439 
NC_005071.1_309 
NC_005071.1_1257 
NC_005071.1_1460 
NC_005071.1_1872 
NC_005071.1_2355 
NC_005071.1_2378 
NC_005071.1_1707 
NC_005071.1_1482 
NC_005071.1_1644 
NC_005071.1_1865 
NC_005071.1_2025 
NC_005071.1_2077 
NC_005071.1_693 
NC_005071.1_733 
NC_005071.1_1264 
NC_005071.1_1274 
NC_005071.1_1324 
NC_005071.1_2550 
NC_005071.1_315 
NC_005071.1_699 
NC_005071.1_842 
NC_005071.1_1380 
NC_005071.1_181 
NC_005071.1_326 
NC_005071.1_509 
NC_005071.1_518 
NC_005071.1_1562 
NC_005071.1_1676 
NC_005071.1_1983 
NC_005071.1_1993 
NC_005071.1_2110 
NC_005071.1_393 
NC_005071.1_907 
NC_005071.1_1827 
NC_005071.1_1988 
NC_005071.1_1998 
NC_005071.1_1295 
NC_005071.1_1420 
NC_005071.1_1439 
NC_005071.1_1798 
NC_005071.1_1864 
NC_005071.1_188 
NC_005071.1_1906 
NC_005071.1_2038 
NC_005071.1_2144 
NC_005071.1_604 
NC_005071.1_1115 
NC_005071.1_1160 
NC_005071.1_1620 
NC_005071.1_1736 
NC_005071.1_1879 
NC_005071.1_240 
NC_005071.1_498 
NC_005071.1_665 
NC_005071.1_1323 
NC_005071.1_1326 
NC_005071.1_1880 
NC_005071.1_1894 
NC_005071.1_1989 
NC_005071.1_1846 
NC_005071.1_331 
NC_005071.1_381 
NC_005071.1_673 
NC_005071.1_689 
NC_005071.1_2001 
NC_005071.1_2495 
NC_005071.1_457 
NC_005071.1_539 
NC_005071.1_1063 
NC_005071.1_1338 
NC_005071.1_1584 
NC_005071.1_2060 
NC_005071.1_2262 
NC_005071.1_2348 
NC_005071.1_560 
NC_005071.1_58 
NC_005071.1_179 
NC_005071.1_1014 
NC_005071.1_1084 
NC_005071.1_1192 
NC_005071.1_1385 
NC_005071.1_1446 
NC_005071.1_1825 
NC_005071.1_2285 
NC_005071.1_2438 
NC_005071.1_2507 
NC_005071.1_26 
NC_005071.1_1687 
NC_005071.1_631 
NC_005071.1_760 
NC_005071.1_1065 
NC_005071.1_1769 
NC_005071.1_342 
NC_005071.1_536 
NC_005071.1_1028 
NC_005071.1_1104 
NC_005071.1_1165 
NC_005071.1_1400 
NC_005071.1_1579 
NC_005071.1_1117 
NC_005071.1_1147 
NC_005071.1_1184 
NC_005071.1_1216 
NC_005071.1_2200 
NC_005071.1_2274 
NC_005071.1_2478 
NC_005071.1_366 
NC_005071.1_752 
NC_005071.1_128 
NC_005071.1_1603 
NC_005071.1_1793 
NC_005071.1_2101 
NC_005071.1_1018 
NC_005071.1_1269 
NC_005071.1_1303 
NC_005071.1_1306 
NC_005071.1_554 
NC_005071.1_2029 
NC_005071.1_2309 
NC_005071.1_2313 
NC_005071.1_528 
NC_005071.1_1157 
NC_005071.1_2128 
NC_005071.1_2387 
NC_005071.1_2524 
NC_005071.1_438 
NC_005071.1_510 
NC_005071.1_542 
NC_005071.1_1058 
NC_005071.1_1089 
NC_005071.1_1785 
NC_005071.1_2352 
NC_005071.1_1038 
NC_005071.1_1654 
NC_005071.1_251 
NC_005071.1_731 
NC_005071.1_933 
NC_005071.1_2022 
NC_005071.1_2126 
NC_005071.1_2546 
NC_005071.1_616 
NC_005071.1_932 
NC_005071.1_1187 
NC_005071.1_1292 
NC_005071.1_1341 
NC_005071.1_1745 
NC_005071.1_1787 
NC_005071.1_2178 
NC_005071.1_2310 
NC_005071.1_2481 
NC_005071.1_2554 
NC_005071.1_901 
NC_005071.1_983 
NC_005071.1_1081 
NC_005071.1_1392 
NC_005071.1_1638 
NC_005071.1_1980 
NC_005071.1_2048 
NC_005071.1_2242 
NC_005071.1_2346 
NC_005071.1_2523 
NC_005071.1_1129 
NC_005071.1_295 
NC_005071.1_726 
NC_005071.1_1897 
NC_005071.1_43 
NC_005071.1_463 
NC_005071.1_711 
NC_005071.1_745 
NC_005071.1_1061 
NC_005071.1_1195 
NC_005071.1_2064 
NC_005071.1_2197 
NC_005071.1_627 
NC_005071.1_832 
NC_005071.1_1085 
NC_005071.1_1466 
NC_005071.1_1651 
NC_005071.1_2100 
NC_005071.1_2384 
NC_005071.1_744 
NC_005071.1_1569 
NC_005071.1_1895 
NC_005071.1_416 
NC_005071.1_556 
NC_005071.1_1068 
NC_005071.1_1255 
NC_005071.1_1488 
NC_005071.1_1646 
NC_005071.1_1786 
NC_005071.1_1848 
NC_005071.1_244 
NC_005071.1_307 
NC_005071.1_511 
