KB911090.1_252 KB911102.1_43 KB911124.1_93 KB911102.1_2 KB911135.1_105 KB911146.1_95 KB911146.1_40 KB911090.1_257 KB911094.1_44 KB911090.1_290 KB911091.1_169 
KB911169.1_36 KB911090.1_126 KB911135.1_90 KB911168.1_45 KB911113.1_48 KB911090.1_269 KB911168.1_49 KB911093.1_9 KB911090.1_157 KB911135.1_102 
KB911093.1_59 KB911106.1_13 KB911090.1_278 KB911124.1_64 KB911102.1_134 KB911090.1_177 
KB911091.1_70 KB911091.1_69 KB911093.1_53 KB911124.1_65 KB911091.1_71 KB911168.1_60 
KB911108.1_18 KB911091.1_140 KB911168.1_67 KB911090.1_5 KB911116.1_4 KB911114.1_7 
KB911091.1_44 KB911168.1_46 KB911099.1_15 KB911091.1_93 KB911092.1_16 
KB911168.1_25 KB911093.1_65 KB911093.1_66 KB911090.1_178 KB911129.1_4 
KB911098.1_9 KB911100.1_7 KB911098.1_10 KB911100.1_6 KB911135.1_54 
KB911096.1_9 KB911102.1_30 KB911098.1_7 KB911100.1_9 KB911157.1_32 
KB911090.1_55 KB911090.1_152 KB911090.1_56 KB911090.1_54 
KB911113.1_143 KB911124.1_100 KB911146.1_52 KB911113.1_141 
KB911092.1_45 KB911091.1_143 KB911091.1_116 
KB911168.1_11 KB911091.1_81 KB911121.1_7 
KB911118.1_4 KB911169.1_40 KB911092.1_57 
KB911102.1_120 KB911096.1_13 KB911106.1_4 
KB911090.1_26 KB911090.1_20 KB911121.1_8 
KB911135.1_10 KB911135.1_12 KB911090.1_8 
KB911124.1_36 KB911090.1_13 KB911091.1_19 
KB911098.1_23 KB911168.1_81 KB911090.1_47 
KB911098.1_3 KB911100.1_13 KB911157.1_72 
KB911090.1_158 KB911169.1_31 KB911090.1_117 
KB911135.1_20 KB911146.1_17 KB911157.1_15 
KB911098.1_15 KB911100.1_1 KB911150.1_2 
KB911113.1_115 KB911091.1_96 KB911146.1_64 
KB911102.1_76 KB911098.1_6 KB911100.1_10 
KB911090.1_287 KB911128.1_6 KB911168.1_65 
KB911092.1_72 KB911169.1_22 KB911090.1_228 
KB911104.1_21 KB911093.1_48 KB911102.1_163 
KB911124.1_45 KB911098.1_13 KB911100.1_3 
KB911146.1_16 KB911092.1_36 KB911091.1_152 
KB911108.1_23 KB911100.1_17 KB911107.1_21 
KB911102.1_35 KB911091.1_138 KB911109.1_10 
KB911108.1_14 KB911090.1_255 KB911113.1_137 
KB911135.1_87 KB911168.1_61 KB911101.1_38 
KB911101.1_35 KB911101.1_34 KB911101.1_36 
KB911098.1_27 KB911168.1_77 
KB911102.1_53 
KB911103.1_24 
KB911121.1_3 
KB911090.1_52 
KB911103.1_26 
KB911090.1_151 
KB911090.1_274 
KB911091.1_92 
KB911102.1_157 
KB911146.1_45 
KB911119.1_10 
KB911168.1_58 
KB911090.1_284 
KB911090.1_46 
KB911111.1_2 
KB911125.1_1 
KB911126.1_2 
KB911157.1_64 
KB911091.1_172 
KB911099.1_12 
KB911157.1_43 
KB911101.1_25 
KB911101.1_29 
KB911119.1_6 
KB911090.1_98 
KB911091.1_76 
KB911112.1_9 
KB911091.1_128 
KB911099.1_17 
KB911102.1_149 
KB911113.1_71 
KB911113.1_8 
KB911090.1_270 
KB911091.1_118 
KB911113.1_11 
KB911146.1_31 
KB911090.1_214 
KB911093.1_20 
KB911094.1_8 
KB911096.1_24 
KB911101.1_7 
KB911090.1_267 
KB911090.1_273 
KB911094.1_48 
KB911094.1_51 
KB911106.1_9 
KB911112.1_12 
KB911157.1_58 
KB911168.1_9 
KB911092.1_9 
KB911102.1_117 
KB911102.1_8 
KB911102.1_80 
KB911128.1_5 
KB911091.1_8 
KB911127.1_5 
KB911135.1_51 
KB911092.1_6 
KB911095.1_47 
KB911120.1_9 
KB911101.1_3 
KB911113.1_101 
KB911124.1_108 
KB911146.1_69 
KB911102.1_123 
KB911102.1_44 
KB911103.1_14 
KB911120.1_5 
KB911124.1_61 
KB911168.1_29 
KB911093.1_12 
KB911124.1_78 
KB911102.1_57 
KB911124.1_62 
KB911139.1_4 
KB911146.1_24 
KB911164.1_2 
KB911091.1_123 
KB911096.1_29 
KB911113.1_26 
KB911114.1_15 
KB911092.1_55 
KB911093.1_11 
KB911103.1_10 
KB911103.1_22 
KB911092.1_34 
KB911102.1_94 
KB911091.1_52 
KB911092.1_38 
KB911097.1_11 
KB911104.1_4 
KB911113.1_119 
KB911124.1_110 
KB911130.1_4 
KB911111.1_6 
KB911124.1_49 
KB911124.1_91 
KB911095.1_68 
KB911105.1_7 
KB911090.1_183 
KB911090.1_211 
KB911090.1_1 
KB911102.1_151 
KB911158.1_1 
KB911169.1_46 
KB911169.1_72 
KB911102.1_142 
KB911106.1_5 
KB911113.1_44 
KB911117.1_2 
KB911135.1_97 
KB911138.1_1 
KB911146.1_97 
KB911168.1_32 
KB911090.1_67 
KB911113.1_100 
KB911146.1_71 
KB911104.1_26 
KB911128.1_3 
KB911090.1_203 
KB911102.1_140 
KB911113.1_75 
KB911135.1_115 
KB911169.1_4 
KB911157.1_14 
KB911102.1_6 
KB911125.1_6 
KB911135.1_63 
KB911090.1_246 
KB911095.1_15 
KB911102.1_21 
KB911112.1_15 
KB911113.1_36 
KB911124.1_11 
KB911157.1_71 
KB911095.1_38 
KB911090.1_272 
KB911102.1_73 
KB911090.1_180 
KB911090.1_9 
KB911091.1_109 
KB911094.1_33 
KB911096.1_17 
KB911108.1_16 
KB911090.1_45 
KB911091.1_77 
KB911093.1_22 
KB911094.1_36 
KB911106.1_8 
KB911115.1_19 
KB911168.1_52 
KB911090.1_111 
KB911092.1_17 
KB911102.1_23 
KB911113.1_33 
KB911135.1_34 
KB911135.1_5 
KB911169.1_50 
KB911092.1_56 
KB911101.1_21 
KB911110.1_11 
KB911122.1_1 
KB911135.1_83 
KB911093.1_54 
KB911135.1_35 
KB911168.1_21 
KB911090.1_43 
KB911091.1_167 
KB911124.1_29 
KB911157.1_41 
KB911169.1_12 
KB911090.1_187 
KB911093.1_50 
KB911094.1_37 
KB911096.1_5 
KB911124.1_33 
KB911169.1_45 
KB911099.1_24 
KB911102.1_165 
KB911135.1_37 
KB911135.1_47 
KB911091.1_162 
KB911099.1_28 
KB911102.1_104 
KB911104.1_9 
KB911168.1_31 
KB911094.1_12 
KB911101.1_33 
KB911113.1_65 
KB911113.1_77 
KB911122.1_2 
KB911128.1_1 
KB911135.1_79 
KB911092.1_35 
KB911118.1_9 
KB911090.1_191 
KB911096.1_27 
KB911113.1_59 
KB911124.1_95 
KB911146.1_51 
KB911169.1_70 
KB911114.1_6 
KB911146.1_72 
KB911146.1_89 
KB911090.1_173 
KB911090.1_279 
KB911103.1_9 
KB911113.1_105 
KB911124.1_53 
KB911146.1_23 
KB911090.1_59 
KB911119.1_4 
KB911168.1_18 
KB911090.1_168 
KB911113.1_127 
KB911135.1_106 
KB911135.1_118 
KB911135.1_67 
KB911090.1_6 
KB911092.1_47 
KB911113.1_107 
KB911113.1_118 
KB911095.1_14 
KB911101.1_4 
KB911135.1_11 
KB911135.1_15 
KB911135.1_53 
KB911146.1_94 
KB911102.1_161 
KB911094.1_56 
KB911102.1_85 
KB911105.1_10 
KB911105.1_29 
KB911092.1_58 
KB911092.1_71 
KB911099.1_20 
KB911113.1_31 
KB911146.1_100 
KB911154.1_2 
KB911090.1_244 
KB911095.1_32 
KB911124.1_42 
KB911124.1_79 
KB911124.1_87 
KB911157.1_67 
KB911090.1_75 
KB911102.1_51 
KB911102.1_83 
KB911108.1_10 
KB911095.1_4 
KB911096.1_12 
KB911110.1_3 
KB911120.1_1 
KB911135.1_82 
KB911146.1_53 
KB911090.1_11 
KB911090.1_40 
KB911094.1_20 
KB911124.1_81 
KB911091.1_74 
KB911102.1_108 
KB911108.1_12 
KB911091.1_58 
KB911091.1_84 
KB911095.1_67 
KB911102.1_145 
KB911102.1_155 
KB911102.1_176 
KB911102.1_84 
KB911153.1_1 
KB911090.1_2 
KB911091.1_154 
KB911101.1_30 
KB911102.1_26 
KB911113.1_58 
KB911091.1_41 
KB911099.1_31 
KB911102.1_156 
KB911105.1_27 
KB911113.1_50 
KB911123.1_10 
KB911095.1_55 
KB911109.1_1 
KB911169.1_68 
KB911097.1_34 
KB911103.1_31 
KB911106.1_15 
KB911146.1_76 
KB911090.1_175 
KB911091.1_102 
KB911091.1_157 
KB911095.1_37 
KB911090.1_130 
KB911091.1_110 
KB911115.1_5 
KB911091.1_146 
KB911091.1_29 
KB911109.1_8 
KB911169.1_7 
KB911090.1_223 
KB911112.1_4 
KB911124.1_103 
KB911146.1_80 
KB911146.1_99 
KB911090.1_72 
KB911094.1_22 
KB911120.1_7 
KB911092.1_61 
KB911095.1_61 
KB911102.1_48 
KB911113.1_17 
KB911128.1_4 
KB911157.1_82 
KB911167.1_2 
KB911091.1_57 
KB911091.1_87 
KB911113.1_46 
KB911126.1_9 
KB911135.1_7 
KB911135.1_8 
KB911146.1_38 
KB911157.1_73 
KB911102.1_27 
KB911104.1_10 
KB911124.1_37 
KB911102.1_129 
KB911102.1_69 
KB911108.1_7 
KB911090.1_113 
KB911090.1_231 
KB911091.1_40 
KB911101.1_12 
KB911114.1_8 
KB911135.1_62 
KB911090.1_74 
KB911096.1_28 
KB911099.1_30 
KB911113.1_14 
KB911146.1_11 
KB911146.1_57 
KB911169.1_35 
KB911121.1_5 
KB911169.1_1 
KB911095.1_9 
KB911124.1_96 
KB911126.1_5 
KB911135.1_30 
KB911168.1_20 
KB911091.1_163 
KB911095.1_26 
KB911090.1_208 
KB911099.1_23 
KB911103.1_25 
KB911109.1_20 
KB911113.1_106 
KB911113.1_80 
KB911115.1_14 
KB911119.1_8 
KB911135.1_69 
KB911135.1_80 
KB911146.1_47 
KB911157.1_11 
KB911124.1_76 
KB911090.1_172 
KB911090.1_70 
KB911146.1_44 
KB911097.1_32 
KB911102.1_16 
KB911103.1_4 
KB911091.1_38 
KB911093.1_17 
KB911095.1_59 
KB911097.1_2 
KB911101.1_40 
KB911102.1_181 
KB911103.1_30 
KB911113.1_79 
KB911097.1_35 
KB911102.1_115 
KB911124.1_17 
KB911090.1_10 
KB911091.1_158 
KB911135.1_60 
KB911090.1_238 
KB911097.1_9 
KB911102.1_29 
KB911105.1_21 
KB911090.1_108 
KB911135.1_28 
KB911090.1_291 
KB911091.1_5 
KB911091.1_72 
KB911092.1_50 
KB911105.1_17 
KB911102.1_164 
KB911104.1_30 
KB911108.1_4 
KB911113.1_41 
KB911124.1_51 
KB911126.1_11 
KB911157.1_63 
KB911168.1_66 
KB911102.1_152 
KB911102.1_63 
KB911157.1_56 
KB911168.1_59 
KB911091.1_119 
KB911091.1_23 
KB911097.1_31 
KB911102.1_127 
KB911113.1_2 
KB911113.1_96 
KB911135.1_103 
KB911135.1_121 
KB911168.1_50 
KB911094.1_6 
KB911106.1_1 
KB911124.1_90 
KB911168.1_53 
KB911169.1_23 
KB911090.1_66 
KB911095.1_62 
KB911128.1_2 
KB911135.1_70 
KB911094.1_34 
KB911102.1_32 
KB911124.1_18 
KB911157.1_23 
KB911090.1_137 
KB911092.1_54 
KB911095.1_12 
KB911095.1_23 
KB911095.1_34 
KB911095.1_53 
KB911102.1_46 
KB911135.1_64 
KB911093.1_19 
KB911095.1_44 
KB911102.1_5 
KB911104.1_1 
KB911108.1_11 
KB911130.1_2 
KB911146.1_56 
KB911169.1_48 
KB911090.1_116 
KB911090.1_79 
KB911091.1_133 
KB911092.1_23 
KB911096.1_32 
KB911113.1_62 
KB911113.1_9 
KB911113.1_95 
KB911157.1_17 
KB911157.1_40 
KB911090.1_277 
KB911090.1_73 
KB911091.1_75 
KB911094.1_31 
KB911108.1_13 
KB911113.1_10 
KB911090.1_210 
KB911090.1_38 
KB911113.1_94 
KB911126.1_10 
KB911131.1_4 
KB911168.1_70 
KB911090.1_120 
KB911090.1_171 
KB911092.1_68 
KB911096.1_26 
KB911102.1_15 
KB911102.1_190 
KB911165.1_2 
KB911090.1_264 
KB911093.1_6 
KB911094.1_54 
KB911113.1_40 
KB911126.1_13 
KB911166.1_1 
KB911091.1_122 
KB911101.1_23 
KB911101.1_32 
KB911102.1_121 
KB911105.1_34 
KB911108.1_6 
KB911113.1_128 
KB911135.1_86 
KB911169.1_43 
KB911090.1_265 
KB911090.1_92 
KB911091.1_168 
KB911103.1_21 
KB911104.1_18 
KB911105.1_18 
KB911106.1_18 
KB911113.1_6 
KB911123.1_12 
KB911090.1_250 
KB911095.1_66 
KB911102.1_182 
KB911108.1_21 
KB911124.1_63 
KB911135.1_77 
KB911149.1_3 
KB911157.1_60 
KB911090.1_101 
KB911090.1_182 
KB911096.1_2 
KB911103.1_11 
KB911124.1_31 
KB911135.1_134 
KB911135.1_27 
KB911090.1_288 
KB911091.1_100 
KB911093.1_32 
KB911094.1_24 
KB911097.1_20 
KB911103.1_3 
KB911091.1_130 
KB911093.1_40 
KB911095.1_21 
KB911115.1_12 
KB911123.1_3 
KB911135.1_131 
KB911135.1_59 
KB911090.1_163 
KB911095.1_49 
KB911095.1_7 
KB911103.1_17 
KB911117.1_10 
KB911093.1_30 
KB911095.1_31 
KB911119.1_12 
KB911135.1_41 
KB911146.1_49 
KB911157.1_33 
KB911090.1_219 
KB911090.1_242 
KB911090.1_68 
KB911091.1_28 
KB911092.1_39 
KB911095.1_36 
KB911102.1_99 
KB911146.1_13 
KB911092.1_53 
KB911132.1_6 
KB911090.1_51 
KB911104.1_2 
KB911113.1_39 
KB911135.1_89 
KB911146.1_65 
KB911157.1_6 
KB911097.1_19 
KB911124.1_89 
KB911146.1_50 
KB911090.1_41 
KB911102.1_1 
KB911135.1_129 
KB911169.1_56 
KB911090.1_95 
KB911091.1_115 
KB911110.1_7 
KB911117.1_1 
KB911157.1_69 
KB911169.1_37 
KB911091.1_155 
KB911093.1_13 
KB911122.1_6 
KB911124.1_7 
KB911091.1_103 
KB911091.1_17 
KB911102.1_124 
KB911135.1_50 
KB911168.1_34 
KB911169.1_2 
KB911092.1_59 
KB911093.1_39 
KB911096.1_20 
KB911101.1_10 
KB911110.1_10 
KB911113.1_35 
KB911124.1_59 
KB911157.1_1 
KB911157.1_85 
KB911093.1_37 
KB911102.1_58 
KB911113.1_82 
KB911122.1_5 
KB911090.1_4 
KB911106.1_10 
KB911109.1_17 
KB911112.1_3 
KB911113.1_93 
KB911124.1_38 
KB911146.1_37 
KB911095.1_73 
KB911099.1_33 
KB911102.1_93 
KB911123.1_8 
KB911124.1_71 
KB911090.1_69 
KB911093.1_14 
KB911102.1_185 
KB911102.1_42 
KB911108.1_1 
KB911135.1_25 
KB911105.1_28 
KB911126.1_4 
KB911093.1_23 
KB911090.1_254 
KB911102.1_98 
KB911113.1_88 
KB911124.1_48 
KB911090.1_276 
KB911094.1_53 
KB911114.1_16 
KB911135.1_17 
KB911135.1_31 
KB911104.1_5 
KB911091.1_13 
KB911095.1_18 
KB911102.1_109 
KB911105.1_31 
KB911108.1_25 
KB911135.1_119 
KB911168.1_62 
KB911095.1_30 
KB911135.1_19 
KB911091.1_135 
KB911091.1_3 
KB911097.1_3 
KB911108.1_19 
KB911115.1_8 
KB911166.1_2 
KB911091.1_33 
KB911099.1_22 
KB911102.1_65 
KB911102.1_7 
KB911113.1_122 
KB911168.1_6 
KB911090.1_167 
KB911090.1_165 
KB911091.1_145 
KB911091.1_25 
KB911093.1_21 
KB911102.1_166 
KB911104.1_13 
KB911121.1_4 
KB911129.1_1 
KB911095.1_60 
KB911105.1_35 
KB911117.1_8 
KB911126.1_8 
KB911135.1_75 
KB911146.1_67 
KB911091.1_47 
KB911092.1_20 
KB911097.1_12 
KB911113.1_109 
KB911124.1_106 
KB911168.1_23 
KB911105.1_37 
KB911114.1_13 
KB911124.1_101 
KB911092.1_42 
KB911092.1_49 
KB911095.1_71 
KB911141.1_2 
KB911165.1_1 
KB911090.1_247 
KB911090.1_251 
KB911094.1_38 
KB911095.1_58 
KB911105.1_19 
KB911113.1_117 
KB911113.1_38 
KB911124.1_104 
KB911124.1_69 
KB911090.1_227 
KB911113.1_129 
KB911113.1_85 
KB911135.1_127 
KB911146.1_20 
KB911146.1_58 
KB911094.1_23 
KB911157.1_21 
KB911090.1_159 
KB911101.1_20 
KB911102.1_188 
KB911105.1_11 
KB911169.1_71 
KB911090.1_282 
KB911091.1_26 
KB911102.1_18 
KB911117.1_5 
KB911168.1_51 
KB911091.1_101 
KB911124.1_47 
KB911129.1_5 
KB911169.1_29 
KB911090.1_88 
KB911157.1_39 
KB911090.1_226 
KB911090.1_230 
KB911090.1_27 
KB911102.1_22 
KB911113.1_30 
KB911092.1_63 
KB911093.1_38 
KB911113.1_84 
KB911146.1_39 
KB911146.1_48 
KB911168.1_64 
KB911091.1_4 
KB911096.1_40 
KB911102.1_100 
KB911102.1_60 
KB911113.1_63 
KB911090.1_84 
KB911105.1_26 
KB911106.1_16 
KB911113.1_125 
KB911090.1_196 
KB911112.1_1 
KB911135.1_117 
KB911146.1_66 
KB911169.1_49 
KB911102.1_41 
KB911104.1_20 
KB911119.1_3 
KB911169.1_6 
KB911090.1_216 
KB911090.1_91 
KB911091.1_156 
KB911102.1_101 
KB911132.1_2 
KB911169.1_33 
KB911169.1_47 
KB911090.1_112 
KB911090.1_259 
KB911108.1_5 
KB911114.1_3 
KB911097.1_30 
KB911112.1_8 
KB911135.1_6 
KB911095.1_41 
KB911102.1_130 
KB911168.1_33 
KB911090.1_213 
KB911092.1_18 
KB911135.1_132 
KB911090.1_235 
KB911094.1_11 
KB911095.1_42 
KB911104.1_6 
KB911109.1_18 
KB911146.1_102 
KB911091.1_1 
KB911119.1_7 
KB911126.1_1 
KB911090.1_76 
KB911090.1_99 
KB911093.1_24 
KB911093.1_62 
KB911105.1_44 
KB911114.1_2 
KB911129.1_3 
KB911132.1_4 
KB911135.1_68 
KB911168.1_14 
KB911168.1_7 
KB911095.1_48 
KB911095.1_70 
KB911099.1_11 
KB911102.1_4 
KB911124.1_41 
KB911124.1_85 
KB911090.1_261 
KB911123.1_15 
KB911132.1_7 
KB911135.1_122 
KB911090.1_77 
KB911103.1_23 
KB911115.1_11 
KB911090.1_109 
KB911093.1_58 
KB911091.1_104 
KB911092.1_51 
KB911093.1_15 
KB911112.1_6 
KB911168.1_48 
KB911102.1_186 
KB911113.1_55 
KB911114.1_14 
KB911090.1_125 
KB911097.1_15 
KB911097.1_27 
KB911101.1_31 
KB911102.1_119 
KB911102.1_39 
KB911123.1_5 
KB911135.1_66 
KB911093.1_42 
KB911113.1_123 
KB911135.1_123 
KB911137.1_3 
KB911168.1_10 
KB911168.1_28 
KB911102.1_49 
KB911135.1_46 
KB911129.1_6 
KB911136.1_2 
KB911108.1_9 
KB911115.1_1 
KB911120.1_4 
KB911090.1_164 
KB911121.1_1 
KB911143.1_2 
KB911154.1_1 
KB911093.1_57 
KB911099.1_18 
KB911105.1_20 
KB911113.1_102 
KB911135.1_130 
KB911146.1_96 
KB911157.1_78 
KB911119.1_2 
KB911168.1_27 
KB911092.1_22 
KB911095.1_50 
KB911135.1_16 
KB911168.1_38 
KB911112.1_11 
KB911125.1_3 
KB911135.1_84 
KB911157.1_38 
KB911091.1_144 
KB911095.1_10 
KB911102.1_107 
KB911102.1_75 
KB911105.1_4 
KB911115.1_4 
KB911092.1_30 
KB911102.1_154 
KB911113.1_18 
KB911105.1_24 
KB911146.1_62 
KB911090.1_189 
KB911090.1_202 
KB911102.1_34 
KB911113.1_22 
KB911168.1_43 
KB911091.1_134 
KB911102.1_132 
KB911146.1_4 
KB911101.1_6 
KB911135.1_43 
KB911167.1_1 
KB911102.1_59 
KB911157.1_35 
KB911090.1_221 
KB911101.1_9 
KB911102.1_168 
KB911123.1_9 
KB911141.1_1 
KB911091.1_22 
KB911094.1_15 
KB911157.1_26 
KB911091.1_107 
KB911115.1_13 
KB911168.1_37 
KB911091.1_68 
KB911091.1_97 
KB911157.1_86 
KB911090.1_30 
KB911092.1_10 
KB911104.1_7 
KB911113.1_78 
KB911108.1_22 
KB911135.1_135 
KB911099.1_10 
KB911112.1_10 
KB911146.1_7 
KB911104.1_3 
KB911105.1_39 
KB911096.1_35 
KB911097.1_8 
KB911146.1_35 
KB911105.1_30 
KB911146.1_61 
KB911108.1_8 
KB911124.1_10 
KB911113.1_133 
KB911090.1_207 
KB911091.1_61 
KB911102.1_25 
KB911103.1_16 
KB911124.1_1 
KB911124.1_75 
KB911135.1_114 
KB911138.1_4 
KB911091.1_32 
KB911092.1_33 
KB911102.1_106 
KB911109.1_21 
KB911090.1_83 
KB911092.1_32 
KB911113.1_97 
KB911090.1_209 
KB911102.1_78 
KB911135.1_61 
KB911168.1_68 
KB911095.1_72 
KB911168.1_40 
KB911090.1_176 
KB911109.1_7 
KB911169.1_69 
KB911090.1_94 
KB911091.1_94 
KB911097.1_33 
KB911105.1_16 
KB911105.1_32 
KB911105.1_22 
KB911090.1_18 
KB911090.1_249 
KB911091.1_159 
KB911105.1_41 
KB911126.1_7 
KB911132.1_3 
KB911135.1_133 
KB911135.1_2 
KB911102.1_90 
KB911109.1_13 
KB911110.1_13 
KB911118.1_6 
KB911135.1_99 
KB911102.1_133 
KB911131.1_3 
KB911095.1_39 
KB911105.1_38 
KB911105.1_5 
KB911111.1_7 
KB911113.1_43 
KB911115.1_16 
KB911146.1_79 
KB911090.1_129 
KB911090.1_82 
KB911102.1_126 
KB911114.1_17 
KB911169.1_27 
KB911090.1_170 
KB911091.1_42 
KB911109.1_11 
KB911113.1_20 
KB911102.1_54 
KB911149.1_2 
KB911092.1_29 
KB911096.1_1 
KB911114.1_1 
KB911090.1_260 
KB911091.1_30 
KB911091.1_89 
KB911092.1_43 
KB911115.1_7 
KB911146.1_8 
KB911157.1_18 
KB911157.1_44 
KB911164.1_1 
KB911099.1_29 
KB911123.1_6 
KB911169.1_5 
KB911102.1_14 
KB911113.1_120 
KB911157.1_83 
KB911102.1_191 
KB911113.1_16 
KB911115.1_10 
KB911115.1_2 
KB911135.1_116 
KB911135.1_125 
KB911123.1_4 
KB911126.1_3 
KB911091.1_132 
KB911109.1_19 
KB911109.1_4 
KB911091.1_95 
KB911091.1_99 
KB911092.1_21 
KB911102.1_79 
KB911124.1_43 
KB911132.1_5 
KB911091.1_160 
KB911092.1_67 
KB911095.1_20 
KB911105.1_45 
KB911135.1_136 
KB911135.1_45 
KB911090.1_263 
KB911101.1_15 
KB911119.1_9 
KB911123.1_13 
KB911095.1_6 
KB911115.1_20 
KB911157.1_52 
KB911108.1_15 
KB911133.1_2 
KB911135.1_128 
KB911169.1_26 
KB911093.1_68 
KB911123.1_16 
KB911135.1_81 
KB911106.1_3 
KB911123.1_2 
KB911090.1_114 
KB911113.1_116 
KB911125.1_5 
KB911090.1_232 
KB911091.1_27 
KB911113.1_61 
KB911123.1_14 
KB911168.1_36 
KB911095.1_24 
KB911105.1_3 
KB911106.1_12 
KB911123.1_11 
KB911169.1_30 
KB911138.1_3 
KB911169.1_61 
KB911091.1_51 
KB911124.1_70 
KB911161.1_1 
KB911162.1_2 
KB911105.1_40 
KB911090.1_222 
KB911092.1_28 
KB911092.1_5 
KB911094.1_13 
KB911105.1_42 
KB911169.1_25 
KB911113.1_92 
KB911142.1_1 
KB911105.1_43 
KB911106.1_20 
KB911109.1_6 
KB911090.1_200 
KB911106.1_21 
KB911123.1_7 
KB911157.1_10 
KB911101.1_1 
KB911101.1_41 
KB911102.1_97 
KB911115.1_6 
KB911115.1_9 
KB911118.1_2 
KB911090.1_128 
KB911102.1_72 
KB911113.1_60 
KB911149.1_1 
KB911097.1_4 
KB911119.1_1 
KB911123.1_17 
KB911124.1_32 
KB911102.1_131 
KB911130.1_5 
KB911092.1_11 
KB911135.1_124 
KB911106.1_17 
KB911168.1_1 
KB911157.1_87 
KB911105.1_47 
KB911110.1_1 
KB911117.1_11 
KB911124.1_102 
KB911139.1_1 
KB911094.1_58 
KB911149.1_4 
KB911123.1_1 
