HF539850.1_5 HF539773.1_2 HF539942.1_19 HF540265.1_2 HF539830.1_2 HF539358.1_2 HF540188.1_7 HF539708.1_16 HF539564.1_2 HF539925.1_2 HF539374.1_2 HF540357.1_6 HF540272.1_8 HF539564.1_8 HF540172.1_15 HF539931.1_5 HF539638.1_22 HF539564.1_3 HF539668.1_3 HF540188.1_3 HF539364.1_5 HF540097.1_3 HF540020.1_14 HF540172.1_2 HF540020.1_9 HF540415.1_2 HF539328.1_11 HF539760.1_4 HF539328.1_8 HF539986.1_8 HF539878.1_1 HF540272.1_10 HF540436.1_12 HF539478.1_1 HF539882.1_8 HF540269.1_2 HF540020.1_15 HF539439.1_6 HF539986.1_6 HF540020.1_16 HF540432.1_7 HF540084.1_14 HF539732.1_4 HF539328.1_12 HF539328.1_19 HF539786.1_1 HF539416.1_7 HF540430.1_2 HF539755.1_8 HF539358.1_3 HF539563.1_1 HF539702.1_1 HF539931.1_1 HF540269.1_1 HF539773.1_3 HF539490.1_1 HF539636.1_5 HF539731.1_2 HF539732.1_2 HF539711.1_1 HF539734.1_2 HF539480.1_1 HF539648.1_1 HF539572.1_3 HF539328.1_16 HF540104.1_3 HF539832.1_1 HF540230.1_1 HF540433.1_9 HF539576.1_1 HF539522.1_1 HF540084.1_12 HF540423.1_1 HF539450.1_1 HF540439.1_9 HF540376.1_3 HF539755.1_1 HF540356.1_1 HF539828.1_1 HF540024.1_2 HF539467.1_1 HF540378.1_1 HF539374.1_3 HF540149.1_28 HF539802.1_2 HF539328.1_17 HF539891.1_1 HF540461.1_5 HF540014.1_1 HF540404.1_1 HF539755.1_9 HF539709.1_1 HF539905.1_1 HF540069.1_1 HF539563.1_7 HF540337.1_1 HF539966.1_1 HF539910.1_1 HF540270.1_2 HF539639.1_6 HF539520.1_1 HF539885.1_1 HF539702.1_2 HF539648.1_3 HF539721.1_1 HF540132.1_1 HF540307.1_1 HF540129.1_2 
HF539943.1_14 HF539953.1_2 HF540034.1_2 HF539792.1_2 HF539638.1_2 HF539726.1_3 HF540084.1_24 HF539413.1_2 HF539627.1_1 HF539335.1_2 HF540174.1_9 HF539438.1_1 HF539518.1_5 HF540299.1_7 HF540256.1_4 HF539401.1_1 HF539859.1_7 HF539892.1_2 HF539668.1_4 HF539943.1_7 HF540166.1_1 HF539983.1_4 HF540188.1_12 HF540291.1_1 HF540454.1_3 HF539924.1_1 HF539746.1_1 HF540173.1_1 
HF539979.1_1 HF539638.1_27 HF539380.1_1 HF539684.1_2 HF539497.1_2 HF539502.1_1 HF539493.1_3 HF539606.1_4 HF539683.1_1 HF539864.1_1 HF539488.1_1 HF540148.1_1 HF539976.1_1 HF540014.1_2 HF539834.1_1 HF539478.1_14 HF539740.1_1 HF540344.1_1 HF539604.1_1 HF539957.1_4 HF539497.1_1 HF540288.1_1 HF540331.1_1 HF539569.1_1 
HF539638.1_4 HF539999.1_1 HF540357.1_4 HF539624.1_7 HF539999.1_2 HF540228.1_6 HF540412.1_4 HF540449.1_6 HF539942.1_27 HF539873.1_4 HF539416.1_11 HF540181.1_3 HF539921.1_2 HF540246.1_1 HF540251.1_9 HF539641.1_4 HF539624.1_6 HF539911.1_1 HF540228.1_7 HF539752.1_2 HF540436.1_5 HF539506.1_1 
HF539756.1_2 HF540466.1_2 HF540189.1_2 HF539551.1_1 HF540190.1_1 HF540190.1_2 HF540140.1_1 HF540466.1_1 HF539756.1_1 HF540218.1_1 HF539809.1_1 HF539764.1_1 HF539507.1_1 HF539570.1_1 
HF539557.1_2 HF540020.1_5 HF540020.1_23 HF539943.1_9 HF539726.1_2 HF540020.1_13 HF539931.1_4 HF540232.1_2 HF540020.1_17 HF540314.1_1 HF539739.1_1 HF539815.1_1 HF540357.1_2 
HF539931.1_3 HF540020.1_4 HF539943.1_10 HF539522.1_8 HF540172.1_14 HF539726.1_1 HF539557.1_1 HF540232.1_1 HF540206.1_1 HF540020.1_24 HF540070.1_1 HF540135.1_1 
HF539414.1_2 HF540442.1_5 HF539638.1_3 HF540458.1_1 HF539896.1_1 HF539518.1_6 HF540320.1_1 HF539539.1_1 HF539627.1_2 HF539892.1_1 
HF539600.1_1 HF539577.1_2 HF539907.1_1 HF539947.1_2 HF539749.1_2 HF539947.1_1 HF539396.1_1 HF539829.1_1 
HF540099.1_2 HF539979.1_2 HF539498.1_1 HF540467.1_3 HF540437.1_1 HF539384.1_1 HF539979.1_3 
HF540125.1_1 HF540188.1_2 HF539335.1_1 HF539953.1_1 HF539347.1_1 HF540243.1_1 HF539995.1_1 
HF540324.1_2 HF539328.1_14 HF539433.1_18 HF540232.1_3 HF540325.1_7 HF539701.1_1 
HF540174.1_2 HF539401.1_8 HF540461.1_4 HF539835.1_2 HF539638.1_11 HF539490.1_2 
HF539361.1_2 HF540236.1_1 HF539708.1_9 HF540305.1_2 HF540295.1_4 HF539726.1_5 
HF539828.1_4 HF539474.1_1 HF540432.1_9 HF539662.1_1 HF540306.1_2 HF540013.1_2 
HF539638.1_31 HF539708.1_4 HF540152.1_1 HF540325.1_12 HF539636.1_4 
HF540025.1_2 HF539776.1_1 HF540417.1_13 HF540025.1_1 HF539968.1_7 
HF540322.1_2 HF539929.1_12 HF539929.1_11 HF539549.1_1 HF539682.1_9 
HF539518.1_3 HF540449.1_10 HF539919.1_2 HF540258.1_3 HF539830.1_1 
HF539349.1_1 HF540020.1_1 HF540261.1_7 HF539489.1_1 HF540051.1_3 
HF539364.1_4 HF540252.1_2 HF540251.1_19 HF540376.1_2 
HF539828.1_3 HF539328.1_2 HF539518.1_7 HF539690.1_1 
HF540464.1_6 HF540328.1_3 HF540305.1_4 HF540064.1_7 
HF540269.1_3 HF539522.1_3 HF539561.1_11 HF540168.1_2 
HF539978.1_1 HF539901.1_1 HF540444.1_11 HF539512.1_1 
HF539688.1_2 HF539979.1_4 HF539353.1_3 HF540099.1_1 
HF540122.1_1 HF540195.1_1 HF539950.1_1 HF540195.1_2 
HF540146.1_3 HF539880.1_9 HF540084.1_3 HF539575.1_1 
HF539805.1_1 HF540080.1_3 HF539468.1_2 HF539568.1_1 
HF539363.1_1 HF539973.1_6 HF539943.1_12 HF540295.1_16 
HF539953.1_4 HF539773.1_6 HF539953.1_3 HF540184.1_2 
HF539584.1_3 HF540261.1_2 HF539561.1_10 HF539639.1_1 
HF540058.1_4 HF539697.1_1 HF539742.1_3 HF539935.1_7 
HF540154.1_2 HF539989.1_2 HF540278.1_1 HF540209.1_1 
HF540235.1_1 HF540172.1_1 HF539638.1_25 
HF539943.1_8 HF539859.1_6 HF540104.1_1 
HF540084.1_30 HF540092.1_2 HF539401.1_3 
HF539638.1_26 HF539416.1_4 HF540327.1_4 
HF540204.1_2 HF539755.1_4 HF540251.1_3 
HF540272.1_7 HF539563.1_2 HF539850.1_6 
HF539963.1_3 HF540399.1_3 HF540449.1_12 
HF539931.1_7 HF540461.1_2 HF539401.1_10 
HF540439.1_6 HF540084.1_18 HF540439.1_5 
HF540325.1_9 HF539401.1_9 HF540461.1_3 
HF539896.1_4 HF540122.1_2 HF540084.1_36 
HF540032.1_2 HF539624.1_1 HF539687.1_1 
HF540228.1_4 HF540228.1_9 HF540412.1_6 
HF540228.1_10 HF540228.1_3 HF540412.1_7 
HF540455.1_1 HF539889.1_3 HF539575.1_4 
HF540188.1_6 HF540261.1_6 HF539970.1_6 
HF540228.1_11 HF540228.1_2 HF540412.1_8 
HF539929.1_7 HF539755.1_2 HF540415.1_9 
HF540325.1_16 HF539896.1_2 HF540146.1_1 
HF539867.1_6 HF539867.1_5 HF540256.1_6 
HF540084.1_35 HF540122.1_3 HF539896.1_5 
HF539968.1_2 HF539759.1_4 HF539968.1_5 
HF540228.1_5 HF540228.1_8 HF540412.1_5 
HF539712.1_1 HF540100.1_1 HF539912.1_2 
HF540326.1_1 HF539479.1_1 HF539482.1_1 
HF539353.1_1 HF540299.1_6 HF540058.1_1 
HF540228.1_12 HF540228.1_1 HF540412.1_9 
HF540174.1_12 HF540272.1_1 
HF540168.1_6 
HF540185.1_3 
HF540274.1_7 
HF540297.1_11 
HF540391.1_1 
HF540427.1_7 
HF539416.1_15 
HF539437.1_1 
HF539639.1_2 
HF539852.1_2 
HF540082.1_1 
HF540136.1_3 
HF539682.1_4 
HF539863.1_1 
HF539942.1_26 
HF540072.1_1 
HF540295.1_8 
HF540335.1_1 
HF540340.1_8 
HF540435.1_3 
HF539417.1_13 
HF539451.1_4 
HF539783.1_1 
HF539893.1_2 
HF540080.1_16 
HF540274.1_2 
HF540311.1_6 
HF539444.1_8 
HF539889.1_8 
HF540174.1_7 
HF539546.1_11 
HF539699.1_2 
HF539802.1_6 
HF540086.1_12 
HF540099.1_10 
HF540405.1_2 
HF540438.1_3 
HF539591.1_1 
HF539807.1_2 
HF540067.1_5 
HF540086.1_5 
HF540325.1_3 
HF539745.1_1 
HF539890.1_9 
HF540213.1_7 
HF540293.1_4 
HF540340.1_21 
HF539491.1_1 
HF539520.1_2 
HF539645.1_3 
HF540467.1_1 
HF539591.1_5 
HF540048.1_4 
HF540064.1_4 
HF540223.1_4 
HF539328.1_10 
HF539352.1_6 
HF539451.1_25 
HF539566.1_6 
HF539638.1_39 
HF539765.1_2 
HF539851.1_13 
HF539851.1_3 
HF540332.1_2 
HF539537.1_1 
HF539584.1_6 
HF539679.1_1 
HF539895.1_6 
HF539942.1_4 
HF540251.1_8 
HF539364.1_10 
HF539371.1_1 
HF539416.1_14 
HF539433.1_1 
HF539451.1_2 
HF539523.1_1 
HF539889.1_9 
HF539897.1_1 
HF539948.1_1 
HF540084.1_10 
HF540227.1_2 
HF540311.1_1 
HF539328.1_18 
HF539880.1_4 
HF540047.1_1 
HF539678.1_25 
HF539731.1_1 
HF539787.1_2 
HF539830.1_3 
HF539867.1_10 
HF540037.1_2 
HF540091.1_2 
HF540336.1_7 
HF540455.1_19 
HF539478.1_8 
HF539680.1_8 
HF539717.1_4 
HF539801.1_2 
HF539867.1_11 
HF540002.1_3 
HF540062.1_1 
HF540340.1_35 
HF540457.1_21 
HF539416.1_24 
HF539441.1_1 
HF539780.1_9 
HF539795.1_6 
HF539994.1_3 
HF540241.1_5 
HF539896.1_6 
HF540067.1_1 
HF540345.1_1 
HF540457.1_9 
HF539351.1_4 
HF540107.1_2 
HF540295.1_12 
HF540365.1_3 
HF540456.1_3 
HF540459.1_5 
HF539509.1_1 
HF540340.1_23 
HF539417.1_17 
HF539451.1_24 
HF539451.1_29 
HF540063.1_2 
HF540078.1_10 
HF540126.1_3 
HF540172.1_5 
HF539795.1_2 
HF539971.1_10 
HF540452.1_6 
HF539416.1_8 
HF539451.1_22 
HF539754.1_1 
HF539958.1_2 
HF540172.1_12 
HF540325.1_13 
HF540429.1_2 
HF539542.1_7 
HF539638.1_18 
HF539771.1_14 
HF539890.1_6 
HF539730.1_1 
HF539859.1_2 
HF539946.1_10 
HF540067.1_4 
HF540227.1_1 
HF540251.1_18 
HF540319.1_1 
HF539394.1_2 
HF539417.1_2 
HF539537.1_2 
HF539657.1_4 
HF539678.1_6 
HF539714.1_2 
HF539752.1_3 
HF540084.1_34 
HF540449.1_8 
HF539416.1_16 
HF539886.1_8 
HF539956.1_6 
HF540162.1_1 
HF540237.1_1 
HF540299.1_5 
HF540462.1_11 
HF539638.1_43 
HF539775.1_1 
HF540260.1_2 
HF540271.1_1 
HF540464.1_5 
HF539371.1_2 
HF539674.1_1 
HF539787.1_1 
HF539925.1_20 
HF540311.1_4 
HF539451.1_1 
HF539652.1_1 
HF539713.1_1 
HF539862.1_2 
HF540233.1_2 
HF540236.1_8 
HF540462.1_12 
HF539641.1_1 
HF539678.1_4 
HF539971.1_2 
HF539872.1_1 
HF540051.1_2 
HF540416.1_11 
HF540452.1_2 
HF539515.1_2 
HF539946.1_2 
HF540097.1_4 
HF540099.1_7 
HF540257.1_7 
HF539562.1_1 
HF539646.1_7 
HF539676.1_2 
HF539706.1_2 
HF540131.1_1 
HF540167.1_2 
HF540416.1_6 
HF539542.1_4 
HF540295.1_1 
HF540366.1_1 
HF540417.1_15 
HF540441.1_2 
HF540449.1_11 
HF539364.1_9 
HF539760.1_1 
HF539778.1_1 
HF540020.1_2 
HF540098.1_9 
HF540311.1_8 
HF540417.1_5 
HF540457.1_14 
HF539391.1_1 
HF539417.1_3 
HF539546.1_10 
HF539707.1_1 
HF539750.1_10 
HF540159.1_1 
HF540257.1_10 
HF540452.1_7 
HF539755.1_6 
HF540251.1_7 
HF539350.1_2 
HF539364.1_8 
HF539595.1_1 
HF539668.1_1 
HF539816.1_1 
HF540365.1_9 
HF540413.1_1 
HF539495.1_1 
HF539714.1_12 
HF539867.1_7 
HF539876.1_1 
HF539929.1_9 
HF540067.1_6 
HF540092.1_1 
HF540105.1_3 
HF540269.1_4 
HF539417.1_11 
HF539613.1_1 
HF539762.1_1 
HF539851.1_5 
HF540037.1_3 
HF540209.1_2 
HF540419.1_1 
HF540431.1_5 
HF540462.1_9 
HF539451.1_10 
HF539929.1_3 
HF539943.1_19 
HF540208.1_1 
HF540394.1_1 
HF540436.1_2 
HF539364.1_7 
HF539546.1_24 
HF539714.1_9 
HF539802.1_7 
HF539891.1_2 
HF539935.1_2 
HF539993.1_1 
HF539820.1_1 
HF539850.1_3 
HF539890.1_10 
HF540084.1_40 
HF540119.1_2 
HF540325.1_17 
HF540448.1_12 
HF540449.1_5 
HF540460.1_2 
HF539678.1_14 
HF539682.1_2 
HF539750.1_7 
HF539861.1_1 
HF540080.1_18 
HF540084.1_5 
HF539541.1_1 
HF539577.1_1 
HF539638.1_17 
HF539873.1_6 
HF540160.1_3 
HF540433.1_1 
HF539480.1_2 
HF539708.1_1 
HF539813.1_1 
HF539859.1_3 
HF540087.1_1 
HF540091.1_4 
HF540157.1_1 
HF540257.1_9 
HF540416.1_9 
HF539466.1_1 
HF539478.1_10 
HF539544.1_2 
HF539629.1_1 
HF539646.1_9 
HF539717.1_3 
HF539732.1_1 
HF539882.1_1 
HF540428.1_1 
HF540452.1_5 
HF539584.1_4 
HF539691.1_4 
HF539914.1_6 
HF539925.1_9 
HF540407.1_1 
HF540434.1_6 
HF539433.1_22 
HF539584.1_5 
HF539626.1_1 
HF539660.1_1 
HF540027.1_1 
HF540182.1_1 
HF540188.1_8 
HF540445.1_3 
HF539807.1_4 
HF539927.1_2 
HF540155.1_1 
HF540400.1_1 
HF540446.1_2 
HF540448.1_13 
HF540450.1_2 
HF539525.1_1 
HF539701.1_2 
HF539880.1_7 
HF539942.1_8 
HF540058.1_7 
HF540118.1_1 
HF540448.1_3 
HF540457.1_13 
HF539416.1_17 
HF539478.1_3 
HF539955.1_2 
HF540232.1_6 
HF540428.1_4 
HF540462.1_5 
HF540467.1_4 
HF539340.1_5 
HF539401.1_6 
HF539450.1_4 
HF539708.1_7 
HF539798.1_1 
HF539943.1_20 
HF539946.1_7 
HF540050.1_2 
HF540213.1_3 
HF540267.1_1 
HF539345.1_1 
HF539351.1_6 
HF539699.1_1 
HF540432.1_4 
HF539348.1_1 
HF539451.1_50 
HF539851.1_12 
HF539973.1_5 
HF540063.1_3 
HF540122.1_6 
HF540236.1_6 
HF540298.1_1 
HF540064.1_1 
HF540174.1_6 
HF540214.1_1 
HF540445.1_2 
HF539417.1_27 
HF539442.1_1 
HF540181.1_5 
HF540416.1_7 
HF540422.1_1 
HF539680.1_3 
HF539890.1_8 
HF540149.1_8 
HF540191.1_1 
HF540299.1_2 
HF540311.1_3 
HF540467.1_5 
HF539399.1_1 
HF539451.1_20 
HF539451.1_37 
HF539565.1_2 
HF539612.1_2 
HF539639.1_3 
HF539678.1_15 
HF539825.1_2 
HF539889.1_5 
HF539962.1_1 
HF540040.1_1 
HF540098.1_6 
HF540192.1_1 
HF539942.1_21 
HF540098.1_4 
HF540145.1_4 
HF540181.1_4 
HF540183.1_4 
HF540236.1_9 
HF540340.1_7 
HF539343.1_2 
HF539365.1_1 
HF539416.1_19 
HF539565.1_4 
HF539674.1_3 
HF539785.1_1 
HF539835.1_4 
HF539851.1_15 
HF539970.1_5 
HF540084.1_37 
HF540101.1_1 
HF540174.1_1 
HF540185.1_2 
HF539412.1_2 
HF539561.1_1 
HF539673.1_1 
HF539771.1_7 
HF539886.1_13 
HF540093.1_1 
HF540222.1_1 
HF539600.1_2 
HF540183.1_5 
HF539451.1_11 
HF539638.1_20 
HF540055.1_2 
HF540064.1_5 
HF540065.1_1 
HF540168.1_3 
HF540223.1_2 
HF540293.1_7 
HF540354.1_1 
HF539419.1_2 
HF539547.1_1 
HF539645.1_4 
HF539657.1_3 
HF539687.1_6 
HF539765.1_4 
HF539889.1_10 
HF539914.1_7 
HF540150.1_1 
HF540213.1_5 
HF540286.1_1 
HF540402.1_1 
HF539698.1_3 
HF539971.1_8 
HF540104.1_2 
HF540105.1_4 
HF540149.1_1 
HF540168.1_1 
HF539421.1_1 
HF539522.1_4 
HF539669.1_2 
HF539880.1_8 
HF540200.1_2 
HF540427.1_2 
HF540464.1_2 
HF539524.1_1 
HF539654.1_1 
HF539942.1_10 
HF539946.1_4 
HF539959.1_1 
HF540416.1_24 
HF539538.1_1 
HF539558.1_1 
HF539673.1_7 
HF539886.1_16 
HF540007.1_1 
HF540075.1_1 
HF540241.1_6 
HF540421.1_1 
HF540431.1_2 
HF539765.1_5 
HF539825.1_1 
HF539988.1_1 
HF540124.1_6 
HF540124.1_7 
HF540215.1_1 
HF540431.1_4 
HF539408.1_1 
HF539425.1_2 
HF539434.1_1 
HF539612.1_3 
HF539942.1_12 
HF539984.1_5 
HF540078.1_6 
HF540098.1_5 
HF540099.1_9 
HF540172.1_16 
HF540311.1_10 
HF540444.1_8 
HF539362.1_1 
HF539470.1_1 
HF539877.1_1 
HF540246.1_3 
HF540293.1_5 
HF540429.1_15 
HF539451.1_19 
HF540015.1_1 
HF540029.1_1 
HF540325.1_6 
HF540327.1_3 
HF540340.1_1 
HF540408.1_2 
HF540433.1_12 
HF540445.1_6 
HF539340.1_4 
HF539354.1_1 
HF539373.1_2 
HF539452.1_3 
HF539469.1_4 
HF539800.1_2 
HF540083.1_1 
HF540400.1_4 
HF540432.1_6 
HF540455.1_29 
HF539451.1_51 
HF539519.1_3 
HF539543.1_3 
HF540064.1_3 
HF540126.1_13 
HF540168.1_5 
HF540348.1_1 
HF539968.1_4 
HF540020.1_22 
HF540329.1_3 
HF539429.1_2 
HF539639.1_5 
HF540005.1_5 
HF540265.1_4 
HF539634.1_1 
HF539914.1_2 
HF540295.1_5 
HF540363.1_2 
HF540411.1_2 
HF540429.1_4 
HF539419.1_1 
HF539698.1_7 
HF539760.1_5 
HF539938.1_1 
HF539978.1_2 
HF540031.1_1 
HF540081.1_2 
HF540089.1_1 
HF540117.1_1 
HF540126.1_2 
HF540295.1_10 
HF540416.1_8 
HF540456.1_1 
HF540460.1_3 
HF539373.1_8 
HF539381.1_1 
HF539551.1_2 
HF539566.1_7 
HF539949.1_1 
HF540199.1_2 
HF540395.1_2 
HF540399.1_1 
HF540439.1_1 
HF539397.1_1 
HF539514.1_1 
HF539522.1_5 
HF539873.1_5 
HF539920.1_1 
HF540086.1_3 
HF540213.1_8 
HF540251.1_31 
HF540369.1_5 
HF539649.1_3 
HF539771.1_9 
HF539824.1_1 
HF539868.1_1 
HF539886.1_1 
HF539886.1_11 
HF540078.1_3 
HF540251.1_30 
HF540319.1_2 
HF539451.1_34 
HF539715.1_1 
HF539780.1_8 
HF539802.1_3 
HF539843.1_1 
HF540213.1_4 
HF540336.1_2 
HF539900.1_1 
HF539925.1_15 
HF540195.1_3 
HF540254.1_1 
HF540302.1_1 
HF539334.1_2 
HF539382.1_1 
HF539641.1_2 
HF539646.1_10 
HF539831.1_1 
HF539946.1_9 
HF539963.1_1 
HF540048.1_2 
HF540138.1_1 
HF540220.1_1 
HF540221.1_1 
HF540226.1_4 
HF540365.1_12 
HF539821.1_1 
HF539902.1_5 
HF540434.1_2 
HF539433.1_26 
HF539473.1_1 
HF539614.1_1 
HF539850.1_1 
HF540117.1_2 
HF540261.1_3 
HF540305.1_3 
HF540333.1_1 
HF540340.1_22 
HF540358.1_1 
HF540455.1_11 
HF539433.1_14 
HF539456.1_1 
HF539519.1_2 
HF539556.1_1 
HF539677.1_1 
HF539860.1_1 
HF540084.1_2 
HF540291.1_3 
HF539451.1_28 
HF539752.1_9 
HF539757.1_2 
HF539780.1_1 
HF539956.1_7 
HF540340.1_9 
HF540362.1_1 
HF540449.1_9 
HF539438.1_5 
HF539851.1_7 
HF539997.1_1 
HF540084.1_1 
HF540457.1_8 
HF539733.1_2 
HF539925.1_8 
HF539943.1_1 
HF539968.1_12 
HF540019.1_1 
HF540263.1_1 
HF540467.1_6 
HF539698.1_2 
HF539802.1_4 
HF540158.1_4 
HF540184.1_1 
HF540429.1_12 
HF539447.1_1 
HF539680.1_9 
HF539729.1_1 
HF539864.1_2 
HF539875.1_1 
HF539886.1_4 
HF539986.1_4 
HF540080.1_4 
HF540084.1_33 
HF540169.1_1 
HF540227.1_5 
HF540304.1_3 
HF539400.1_1 
HF539423.1_5 
HF539628.1_1 
HF540293.1_1 
HF540357.1_5 
HF540379.1_1 
HF540417.1_2 
HF540459.1_1 
HF539365.1_2 
HF539886.1_5 
HF539890.1_14 
HF540107.1_1 
HF540377.1_1 
HF540457.1_17 
HF539481.1_1 
HF539714.1_7 
HF539942.1_2 
HF540084.1_8 
HF540271.1_2 
HF540455.1_15 
HF539859.1_1 
HF539882.1_4 
HF539891.1_6 
HF539941.1_1 
HF540055.1_1 
HF540085.1_1 
HF540261.1_5 
HF540293.1_6 
HF540311.1_9 
HF540340.1_12 
HF540430.1_1 
HF540431.1_1 
HF539345.1_2 
HF539351.1_8 
HF539897.1_6 
HF539914.1_3 
HF540099.1_4 
HF540105.1_1 
HF540106.1_1 
HF540455.1_20 
HF539356.1_1 
HF539458.1_1 
HF539500.1_1 
HF539630.1_1 
HF539638.1_36 
HF539638.1_42 
HF539682.1_5 
HF539890.1_3 
HF539946.1_11 
HF540002.1_1 
HF540084.1_9 
HF540413.1_2 
HF540436.1_6 
HF539438.1_3 
HF539542.1_8 
HF539682.1_1 
HF539722.1_1 
HF539956.1_4 
HF539961.1_1 
HF540005.1_3 
HF540043.1_1 
HF540365.1_6 
HF540429.1_3 
HF540447.1_2 
HF540451.1_3 
HF539341.1_1 
HF539546.1_3 
HF539838.1_1 
HF540084.1_15 
HF540169.1_2 
HF540236.1_5 
HF540445.1_1 
HF540455.1_17 
HF540463.1_6 
HF539342.1_1 
HF539364.1_3 
HF539444.1_10 
HF539526.1_1 
HF539685.1_1 
HF539714.1_1 
HF540032.1_1 
HF540056.1_1 
HF540065.1_2 
HF540126.1_5 
HF539424.1_1 
HF539663.1_5 
HF539771.1_11 
HF539801.1_4 
HF539986.1_12 
HF540030.1_1 
HF540044.1_1 
HF540277.1_1 
HF540279.1_1 
HF540417.1_3 
HF539921.1_5 
HF539946.1_8 
HF539973.1_7 
HF539990.1_1 
HF540086.1_7 
HF540352.1_1 
HF539928.1_1 
HF540126.1_8 
HF540295.1_11 
HF540325.1_5 
HF539377.1_2 
HF539546.1_1 
HF539799.1_1 
HF540261.1_1 
HF540399.1_4 
HF540429.1_6 
HF540434.1_3 
HF540452.1_1 
HF540453.1_1 
HF539417.1_1 
HF539566.1_12 
HF539618.1_1 
HF539664.1_2 
HF539896.1_10 
HF539448.1_1 
HF539971.1_1 
HF540009.1_1 
HF540091.1_5 
HF539364.1_2 
HF539433.1_13 
HF539450.1_2 
HF539640.1_3 
HF539667.1_1 
HF539807.1_3 
HF540340.1_5 
HF540455.1_14 
HF539446.1_1 
HF539664.1_3 
HF539708.1_6 
HF539750.1_3 
HF539794.1_1 
HF539937.1_1 
HF540065.1_3 
HF540080.1_12 
HF540080.1_7 
HF540172.1_20 
HF540207.1_7 
HF540438.1_1 
HF539344.1_1 
HF539451.1_18 
HF539499.1_2 
HF539886.1_2 
HF539956.1_5 
HF540124.1_4 
HF540185.1_1 
HF540227.1_3 
HF539504.1_2 
HF539646.1_8 
HF539879.1_2 
HF539925.1_3 
HF539986.1_1 
HF539987.1_1 
HF540102.1_1 
HF540398.1_1 
HF540457.1_20 
HF539511.1_1 
HF539519.1_1 
HF539596.1_2 
HF539788.1_3 
HF539795.1_4 
HF540057.1_1 
HF540060.1_1 
HF540084.1_22 
HF540088.1_1 
HF540274.1_4 
HF539837.1_1 
HF540170.1_1 
HF540264.1_1 
HF540457.1_6 
HF539402.1_1 
HF539416.1_2 
HF539658.1_1 
HF539673.1_4 
HF539673.1_5 
HF540066.1_1 
HF540126.1_7 
HF540172.1_3 
HF540181.1_1 
HF540272.1_12 
HF540274.1_1 
HF540336.1_8 
HF540384.1_1 
HF540416.1_20 
HF539533.1_1 
HF539542.1_9 
HF539779.1_1 
HF539889.1_4 
HF539896.1_7 
HF539998.1_1 
HF540105.1_5 
HF540126.1_9 
HF540183.1_3 
HF540257.1_13 
HF540417.1_14 
HF540431.1_3 
HF540445.1_5 
HF539399.1_5 
HF539523.1_3 
HF540077.1_4 
HF540457.1_19 
HF539417.1_18 
HF539433.1_2 
HF539691.1_2 
HF539705.1_2 
HF539747.1_1 
HF539748.1_1 
HF540026.1_1 
HF540096.1_1 
HF540435.1_2 
HF540459.1_3 
HF539502.1_3 
HF539590.1_1 
HF539886.1_12 
HF539898.1_1 
HF540065.1_4 
HF540147.1_1 
HF540251.1_2 
HF540378.1_2 
HF539426.1_1 
HF539451.1_39 
HF539452.1_2 
HF539888.1_1 
HF539955.1_3 
HF540017.1_1 
HF540086.1_15 
HF540251.1_25 
HF539350.1_1 
HF539714.1_5 
HF539784.1_1 
HF539889.1_1 
HF539896.1_12 
HF540340.1_11 
HF540458.1_3 
HF539599.1_2 
HF539672.1_4 
HF539760.1_6 
HF539886.1_14 
HF539931.1_2 
HF540343.1_1 
HF540444.1_1 
HF539459.1_1 
HF539678.1_23 
HF539780.1_10 
HF539931.1_8 
HF540145.1_1 
HF540169.1_3 
HF540265.1_1 
HF540292.1_2 
HF540451.1_1 
HF539578.1_1 
HF539603.1_1 
HF539639.1_4 
HF539727.1_1 
HF539750.1_8 
HF539774.1_1 
HF539851.1_6 
HF539893.1_3 
HF540028.1_1 
HF540172.1_18 
HF540276.1_1 
HF540373.1_1 
HF540427.1_11 
HF540460.1_10 
HF539449.1_2 
HF539451.1_46 
HF539548.1_1 
HF539890.1_5 
HF539955.1_1 
HF539958.1_1 
HF540446.1_1 
HF540453.1_2 
HF539328.1_1 
HF539404.1_1 
HF539510.1_7 
HF539638.1_16 
HF539677.1_2 
HF539902.1_4 
HF540238.1_1 
HF540293.1_2 
HF540306.1_1 
HF540455.1_28 
HF539392.1_2 
HF539797.1_1 
HF539867.1_12 
HF539942.1_5 
HF540127.1_2 
HF540289.1_1 
HF539565.1_3 
HF539692.1_1 
HF539719.1_2 
HF539773.1_5 
HF540250.1_1 
HF539411.1_1 
HF539487.1_1 
HF539610.1_5 
HF539880.1_6 
HF539975.1_2 
HF540053.1_1 
HF540223.1_6 
HF540325.1_1 
HF540332.1_3 
HF540340.1_10 
HF540342.1_1 
HF539440.1_1 
HF539646.1_2 
HF539696.1_1 
HF539812.1_1 
HF539866.1_2 
HF539974.1_1 
HF540035.1_1 
HF540137.1_1 
HF540416.1_1 
HF539340.1_1 
HF539627.1_5 
HF539787.1_4 
HF539887.1_1 
HF539899.1_1 
HF539901.1_3 
HF539936.1_2 
HF540005.1_4 
HF540168.1_4 
HF540183.1_6 
HF540444.1_13 
HF540444.1_4 
HF540457.1_3 
HF539417.1_20 
HF539433.1_27 
HF539546.1_2 
HF539605.1_3 
HF539670.1_1 
HF539857.1_1 
HF540311.1_5 
HF540460.1_9 
HF539451.1_14 
HF539835.1_5 
